"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"2/05/2018","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #8212","35.12","debit","Groceries","PLUS CHECKING","",""
"2/05/2018","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","231.75","debit","Home Insurance","PLUS CHECKING","",""
"2/05/2018","Torchys Tacos","Check Card: TORCHYS TACOS - 4 -EL AUSTIN TX  02/04/18Card 15 #8212","14.21","debit","Check","PLUS CHECKING","",""
"2/05/2018","The Corner Store","AROUND THE CORNER STORE AUSTINAROUND THE CORNER STORE AUSTIN TX Card 15 #4032","38.43","debit","Gas & Fuel","PLUS CHECKING","",""
"2/04/2018","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #8212","1.72","debit","Groceries","PLUS CHECKING","",""
"2/04/2018","Taco Shack","Check Card: TACO SHACK 1-1Check Card: TACO SHACK 1-1 AUSTIN TX  02/03/18Card 15 #4032","5.95","debit","Check","PLUS CHECKING","",""
"2/04/2018","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #8212","50.12","debit","Groceries","PLUS CHECKING","",""
"2/03/2018","Costco","COSTCO WHSE #0681 AUSTIN TXCOSTCO WHSE #0681 AUSTIN TX Card 15 #8212","146.30","debit","Groceries","PLUS CHECKING","",""
"2/02/2018","Austin Energy","AUSTIN ENERGY-ELECTRIC &AUSTIN ENERGY-ELECTRIC & WATER 0697007695","206.05","debit","Utilities","PLUS CHECKING","",""
"2/01/2018","Check 2093","2093","8654.39","debit","Property Tax","PLUS CHECKING","",""
"2/01/2018","Forthright Cafe","Check Card: FORTHRIGHT CAFECheck Card: FORTHRIGHT CAFE AUSTIN TX  01/31/18Card 15 #4032","17.43","debit","Check","PLUS CHECKING","",""
"2/01/2018","Bb T Mortgage","BB&T Mortgage 2013BB&T Mortgage 2013 0697034346","1153.81","debit","Mortgage & Rent","PLUS CHECKING","",""
"2/01/2018","Rosedale Market","ROSEDALE MARKET 1309 W 45TH STROSEDALE MARKET 1309 W 45TH ST AUSTIN TX Card 15 #8212","10.81","debit","Gas & Fuel","PLUS CHECKING","",""
"2/01/2018","Monroe Benjamin","To MONROE,BENJAMIN","750.00","debit","room/board","PLUS CHECKING","",""
"2/01/2018","Venmo","VENMO TYPE: PAYMENT  ID:VENMO TYPE: PAYMENT  ID: 3264681992  CO: VENMO ACH ECC WEB","75.00","debit","Check","PLUS CHECKING","",""
"2/01/2018","AT&T","ATT TYPE: Payment  ID:ATT TYPE: Payment  ID: 9864031004  CO: ATT ACH ECC PPD","334.22","debit","Home Phone","PLUS CHECKING","",""
"1/31/2018","Sch Blind Vis","SCH BLIND VIS IM : REG SALARYID: 1746000089CO: SCH BLIND VIS IM ACH ECC PPD","1836.77","credit","Paycheck","PLUS CHECKING","",""
"1/31/2018","Taco Cabana","Check Card: TACO CABANA 20122Check Card: TACO CABANA 20122 AUSTIN TX  01/30/18Card 15 #8212","2.86","debit","Check","PLUS CHECKING","",""
"1/31/2018","Tiered Rate Apy","Tiered Rate APY Earned  0.01%Tiered Rate APY Earned  0.01% 01/01/18 to 01/31/18","0.02","credit","Income","PLUS CHECKING","",""
"1/30/2018","Transfer to TAX SAVINGS","To Share 0001 TAX SAVINGSTo Share 0001 TAX SAVINGS  Mobile Banking Transfer","800.00","debit","Transfer","PLUS CHECKING","",""
"1/30/2018","Transfer from PLUS CHECKING","From Share 0080 Mobile BankingFrom Share 0080 Mobile Banking Transfer PLUS CHECKING","800.00","credit","Transfer","TAX SAVINGS","",""
"1/30/2018","Central Market","CENTRAL MARKET #61","25.31","debit","Groceries","CREDIT CARD","",""
"1/30/2018","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #8212","80.19","debit","Groceries","PLUS CHECKING","",""
"1/30/2018","USPS","USPS PO 48040701 3575 F AUSTINUSPS PO 48040701 3575 F AUSTIN TX Card 15 #8212","14.43","debit","Check","PLUS CHECKING","",""
"1/30/2018","Ut Payroll Ut","UT Payroll CO: UT Payroll","5445.58","credit","Paycheck","PLUS CHECKING","",""
"1/29/2018","Whole Foods","WHOLEFDS DOM # 10316","238.98","debit","Groceries","CREDIT CARD","",""
"1/29/2018","Taco Flats","TACO FLATS","71.16","debit","Restaurants","CREDIT CARD","",""
"1/29/2018","Transfer from TAX SAVINGS","From Share 0001 Mobile BankingFrom Share 0001 Mobile Banking Transfer TAX SAVINGS","8500.00","credit","Transfer","PLUS CHECKING","",""
"1/29/2018","Rosedale Market","ROSEDALE MARKET 1309 W 45TH STROSEDALE MARKET 1309 W 45TH ST AUSTIN TX Card 15 #4032","3.21","debit","Gas & Fuel","PLUS CHECKING","",""
"1/29/2018","Transfer to PLUS CHECKING","To Share 0080 PLUS CHECKINGTo Share 0080 PLUS CHECKING  Mobile Banking Transfer","8500.00","debit","Transfer","TAX SAVINGS","",""
"1/28/2018","HEB","HEB  #202","10.65","debit","Groceries","CREDIT CARD","",""
"1/28/2018","Tomlinson","TOMLINSON'S ALLENDALE","45.58","debit","Pet Food & Supplies","CREDIT CARD","",""
"1/28/2018","Taco Shack","Check Card: TACO SHACK 1 AUSTINCheck Card: TACO SHACK 1 AUSTIN TX  01/27/18Card 15 #4032","8.93","debit","Check","PLUS CHECKING","",""
"1/28/2018","Alamo Lamar Retail","Check Card: ALAMO S LAMARRETAIL 512-861-7040 TX  01/27/18Card 15 #8212","27.36","debit","Check","PLUS CHECKING","",""
"1/28/2018","Toll Msb Tx","Check Card: TOLL/MSB888-811-4565 800-5687004 TX  01/27/18Card 15 #8212","5.10","debit","Check","PLUS CHECKING","",""
"1/28/2018","Speedy Stop","Check Card: SPEEDY STOP FOODSTORES AUSTIN TX  01/27/18Card 15 #8212","10.00","debit","Groceries","PLUS CHECKING","",""
"1/26/2018","USPS","USPS KIOSK 48040 3507 N AUSTINUSPS KIOSK 48040 3507 N AUSTIN TX Card 15 #8212","10.65","debit","Check","PLUS CHECKING","",""
"1/26/2018","Starbucks","Check Card: STARBUCKS STORE06319 AUSTIN TX  01/25/18Card 15 #4032","20.00","debit","Check","PLUS CHECKING","",""
"1/25/2018","Exxon","EXXONMOBIL    48030522","10.81","debit","Gas & Fuel","CREDIT CARD","",""
"1/25/2018","Michaels","MICHAELS STORES 1304","16.21","debit","Hobbies","CREDIT CARD","",""
"1/25/2018","Costco","COSTCO WHSE #0681","130.55","debit","Groceries","CREDIT CARD","",""
"1/24/2018","Shell","SHELL OIL 57542452602","29.88","debit","Gas & Fuel","CREDIT CARD","",""
"1/24/2018","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  01/24/18Card 15 #4032","2.99","debit","Check","PLUS CHECKING","",""
"1/23/2018","USPS","USPS KIOSK 4804139556","23.89","debit","Shipping","CREDIT CARD","",""
"1/23/2018","Arden B","AUSTIN BEER GARDEN BREWIN","25.00","debit","Clothing","CREDIT CARD","",""
"1/23/2018","Amazon","#802321100257  AmazonPrimeMembership amzn.com/prme WA  Card 15 #8212","107.17","debit","Check","PLUS CHECKING","",""
"1/23/2018","Bls Myheritageltd Ut","Check Card: BLS*MYHERITAGELTD877-4323135 UT  01/22/18Card 15 #4032","159.20","credit","Check","PLUS CHECKING","",""
"1/23/2018","Bls Myheritageltd Ut","Check Card: BLS*MYHERITAGELTD877-4323135 UT  01/22/18Card 15 #4032","175.12","credit","Check","PLUS CHECKING","",""
"1/22/2018","Pinthouse Pizza LLC","Check Card: PINTHOUSE PIZZACheck Card: PINTHOUSE PIZZA AUSTIN TX  01/21/18Card 15 #4032","16.16","debit","Check","PLUS CHECKING","",""
"1/22/2018","Ut Payroll Ut","UT Payroll CO: UT Payroll","46.41","credit","Paycheck","PLUS CHECKING","",""
"1/22/2018","People's Pharmacy Inc.","Check Card: PEOPLES PHARMACY -#1 AUSTIN TX  01/21/18Card 15 #4032","16.04","debit","Groceries","PLUS CHECKING","",""
"1/21/2018","Bennettsull Ny","#802023894008  PAYPAL*BENNETTSULL 402-935-7733 NY  Card 15 #4032","15.99","debit","Check","PLUS CHECKING","",""
"1/21/2018","Rodan and Fields","Check Card: RODANFI*LDS4152738000 San Francisco CA  01/20/18Card 15 #8212","193.77","debit","Check","PLUS CHECKING","",""
"1/21/2018","HEB","HEB  #202","41.85","debit","Groceries","CREDIT CARD","",""
"1/21/2018","A-Tex Family Fun Centers Inc.","A-TEX FAMILY FUN CENTER","20.55","debit","Home Improvement","CREDIT CARD","",""
"1/19/2018","Steck Coin Jtr","STECK COIN JTR","90.51","credit","Check","PLUS CHECKING","",""
"1/19/2018","Kut Radio Ut","Check Card: KUT RADIO UT AUSTIN512-4711631 TX  01/18/18Card 15 #8212","20.00","debit","Charity","PLUS CHECKING","",""
"1/19/2018","Cash Withdrawal ATM","Cash Withdrawal","90.51","debit","Cash & ATM","PLUS CHECKING","",""
"1/19/2018","Costco","COSTCO WHSE #0681","21.64","debit","Groceries","CREDIT CARD","",""
"1/18/2018","Advanced Pain Care","Check Card: ADVANCED PAINCARECENTR AUSTIN TX  01/18/18Card 15 #4032","35.00","debit","Doctor","PLUS CHECKING","",""
"1/18/2018","Synchrony Bank Type","SYNCHRONY BANK TYPE: PAYMENTID: 1061537262 CO: SYNCHRONY BANK ACH ECC PPD","84.50","debit","Doctor","PLUS CHECKING","",""
"1/18/2018","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  01/18/18Card 15 #8212","14.06","debit","Check","PLUS CHECKING","",""
"1/15/2018","Black's Barbecue","Check Card: TERRY BLACKSBARBECUE AUSTIN TX  01/14/18Card 15 #8212","93.23","debit","Check","PLUS CHECKING","",""
"1/15/2018","Shoal Creek Nursery LLC","Check Card: SHOAL CREEK NURSERCheck Card: SHOAL CREEK NURSER AUSTIN TX  01/14/18Card 15 #8212","32.45","debit","Check","PLUS CHECKING","",""
"1/15/2018","Nws Pak Mail 5501 Balcones Drive","NWS PAK MAIL - BALC761084 5501BALCONES DR. SUITE AUSTIN TX Card 15 #4032","21.83","debit","Check","PLUS CHECKING","",""
"1/15/2018","Fandango","FANDANGO.COM","57.48","debit","Check","CREDIT CARD","",""
"1/14/2018","Lowe's","LOWE'S #1727 8000 SHOAL CREEKLOWE'S #1727 8000 SHOAL CREEK BLVD AUSTIN TX Card 15 #8212","11.76","debit","Check","PLUS CHECKING","",""
"1/14/2018","Transfer from TAX SAVINGS","From Share 0001 Mobile BankingFrom Share 0001 Mobile Banking Transfer TAX SAVINGS","500.00","credit","Transfer","PLUS CHECKING","",""
"1/14/2018","Little Deli Austin","Check Card: LITTLE DELI AUSTINCheck Card: LITTLE DELI AUSTIN TX  01/13/18Card 15 #8212","12.91","debit","Check","PLUS CHECKING","",""
"1/14/2018","Little Deli Austin","Check Card: LITTLE DELI AUSTINCheck Card: LITTLE DELI AUSTIN TX  01/13/18Card 15 #4032","35.17","debit","Check","PLUS CHECKING","",""
"1/14/2018","Transfer to PLUS CHECKING","To Share 0080 PLUS CHECKINGTo Share 0080 PLUS CHECKING  Mobile Banking Transfer","500.00","debit","Transfer","TAX SAVINGS","",""
"1/14/2018","Costco","COSTCO WHSE #0681","108.20","debit","Groceries","CREDIT CARD","",""
"1/13/2018","HEB","HEB #096 7025 VILLAGE CENTERHEB #096 7025 VILLAGE CENTER DR. AUSTIN TX Card 15 #8212","2.99","debit","Groceries","PLUS CHECKING","",""
"1/13/2018","Target","TARGET T-2409 10107 ResearchTARGET T-2409 10107 Research Blvd Austin TX Card 15 #8212","33.27","debit","Groceries","PLUS CHECKING","",""
"1/12/2018","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  01/12/18Card 15 #4032","6.48","debit","Check","PLUS CHECKING","",""
"1/12/2018","Check 2091","2091","183.79","debit","Check","PLUS CHECKING","",""
"1/12/2018","Costco","COSTCO WHSE #0681 AUSTIN TXCOSTCO WHSE #0681 AUSTIN TX Card 15 #8212","25.48","debit","Groceries","PLUS CHECKING","",""
"1/12/2018","Jpmorgan Chase & Co.","JPMorgan Chase TYPE: Ext TrnsfrID: 9200502231 CO: JPMorgan Chase ACH ECC WEB","400.75","debit","Auto Payment","PLUS CHECKING","",""
"1/11/2018","iTunes","Check Card: APL*ITUNES.COM/BILL 866-712-7753 CA  01/11/18Card 15 #8212","0.99","debit","Check","PLUS CHECKING","",""
"1/11/2018","Austin Energy","AUSTIN ENERGY-ELECTRIC &AUSTIN ENERGY-ELECTRIC & WATER 0696987960","229.06","debit","Utilities","PLUS CHECKING","",""
"1/11/2018","Chuy","Check Card: CHUY'S AUSTIN TXCheck Card: CHUY'S AUSTIN TX  01/09/18Card 15 #8212","37.26","debit","Check","PLUS CHECKING","",""
"1/11/2018","Youtube Videos G","Check Card: GOOGLE *YouTubeVideos g.co/helppay# CA  01/11/18Card 15 #8212","6.38","debit","Check","PLUS CHECKING","",""
"1/10/2018","Waterloo Records & Video Inc.","Check Card: WATERLOO RECORDS& VIDE AUSTIN TX  01/09/18Card 15 #8212","17.53","debit","Check","PLUS CHECKING","",""
"1/10/2018","Check 2089","2089","70.00","debit","Check","PLUS CHECKING","",""
"1/10/2018","Chase Type Epay","CHASE CREDIT CRD TYPE: EPAYID: 5760039224 CO: CHASE CREDIT CRD ACH ECC WEB","1641.49","debit","Credit Card Payment","PLUS CHECKING","",""
"1/10/2018","Taco Cabana","Check Card: TACO CABANA 20351Check Card: TACO CABANA 20351 AUSTIN TX  01/09/18Card 15 #8212","2.15","debit","Check","PLUS CHECKING","",""
"1/09/2018","Check 2092","2092","75.00","debit","Check","PLUS CHECKING","",""
"1/09/2018","Starbucks","Check Card: STARBUCKS STORE09612 AUSTIN TX  01/08/18Card 15 #4032","20.00","debit","Check","PLUS CHECKING","",""
"1/09/2018","Uber.com","UBER   *TRIP GG2NZ","57.77","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/09/2018","Uber.com","UBER   *TIP 2CC75","20.00","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/09/2018","Thank You Web","Payment Thank You - Web","1641.49","credit","Credit Card Payment","CREDIT CARD","",""
"1/08/2018","Time Warner","TIME WARNER CABL TYPE: TW CABLEID: C826016000 CO: TIME WARNER CABL ACH ECC WEB","175.88","debit","Television","PLUS CHECKING","",""
"1/08/2018","Chase Type Autopay","CHASE CREDIT CRD TYPE: AUTOPAYID: 4760039224 CO: CHASE CREDIT CRD ACH ECC PPD","89.47","debit","Credit Card Payment","PLUS CHECKING","",""
"1/08/2018","PayPal","PAYPAL TYPE: INST XFER  ID:PAYPAL TYPE: INST XFER  ID: PAYPALSI77 CO: PAYPAL ACH ECC WEB","11.90","debit","Rental Car & Taxi","PLUS CHECKING","",""
"1/08/2018","Riggsby","Check Card: The RiggsbyCheck Card: The Riggsby Washington DC  01/06/18Card 15 #8212","18.40","debit","Travel","PLUS CHECKING","",""
"1/08/2018","Lowe's","Check Card: LOWES #01727*Check Card: LOWES #01727* AUSTIN TX  01/07/18Card 15 #8212","14.72","debit","Check","PLUS CHECKING","",""
"1/08/2018","Einstein Bros","Check Card: EINSTEIN BROSBAGELS190 AUSTIN TX  01/07/18Card 15 #8212","15.29","debit","Check","PLUS CHECKING","",""
"1/08/2018","Family Dentistry","Check Card: WALTON FAMILYDENTISTRY 512-9538362 TX  01/07/18Card 15 #8212","152.96","debit","Dentist","PLUS CHECKING","",""
"1/08/2018","American Airlines","AMERICAN AIR0010273284490","25.00","debit","Travel","CREDIT CARD","",""
"1/07/2018","Spotify","#800724001299  Spotify USA#800724001299  Spotify USA 646-8375380 NY  Card 15 #4032","10.81","debit","Check","PLUS CHECKING","",""
"1/07/2018","Costco","COSTCO WHSE #0681 AUSTIN TXCOSTCO WHSE #0681 AUSTIN TX Card 15 #8212","218.75","debit","Groceries","PLUS CHECKING","",""
"1/07/2018","Dsw Shops Arb","DSW SHOPS AT ARB 10515 AUSTINDSW SHOPS AT ARB 10515 AUSTIN TX Card 15 #8212","97.41","credit","Check","PLUS CHECKING","",""
"1/07/2018","Llbean Direct Me","Check Card: LLBEAN-DIRECT800-341-4341 ME  01/06/18Card 15 #8212","49.95","credit","Check","PLUS CHECKING","",""
"1/07/2018","Costco Gas","COSTCO GAS #0681 AUSTIN TX CardCOSTCO GAS #0681 AUSTIN TX Card 15 #8212","25.39","debit","Gas & Fuel","PLUS CHECKING","",""
"1/07/2018","Fresh Plus W","FRESH PLUS #2 2917 W ANDERSONFRESH PLUS #2 2917 W ANDERSON LANE AUSTIN TX Card 15 #8212","12.54","debit","Groceries","PLUS CHECKING","",""
"1/07/2018","Newseum","Check Card: NEWSEUM WASHINGTONCheck Card: NEWSEUM WASHINGTON DC  01/06/18Card 15 #4032","52.76","debit","Travel","PLUS CHECKING","",""
"1/07/2018","Statesman Tx","Check Card: STATESMANCheck Card: STATESMAN 512-445-4040 TX  01/06/18Card 15 #8212","55.74","debit","Check","PLUS CHECKING","",""
"1/07/2018","Harbor Bar","Check Card: HARBOR BARCheck Card: HARBOR BAR BALTIMORE MD  01/06/18Card 15 #8212","36.92","debit","Check","PLUS CHECKING","",""
"1/07/2018","Hudson St","Check Card: HUDSON ST1345Check Card: HUDSON ST1345 BALTIMORE MD  01/06/18Card 15 #4032","31.79","debit","Check","PLUS CHECKING","",""
"1/07/2018","Metro Bethesda Bethesda","Check Card: METRO 012-BETHESDABETHESDA MD  01/06/18Card 15 #4032","10.00","debit","Travel","PLUS CHECKING","",""
"1/07/2018","Uber.com","UBER   *TRIP NWAJI","9.35","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/07/2018","Uber.com","UBER   *TRIP MKDMJ","7.20","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/07/2018","Uber.com","UBER   *TRIP 4U6WP","6.40","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/07/2018","Uber.com","UBER   *TRIP 2CC75","14.99","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/07/2018","Uber.com","UBER   *TRIP UCJAU","5.00","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/07/2018","Uber.com","UBER   *TRIP HVQOM","13.26","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/06/2018","Clyde Chevy Chase","Check Card: CLYDE'S OF CHEVYCHASE CHEVY CHASE MD  01/06/18Card 15 #4032","31.69","debit","Travel","PLUS CHECKING","",""
"1/05/2018","Kramer Books & Afterwords","Check Card: KRAMERBOOKS ANDAFTERWO WASHINGTON DC  01/04/18Card 15 #8212","46.05","debit","Travel","PLUS CHECKING","",""
"1/05/2018","Bls Myheritageltd Ut","#800329049128#800329049128  BLS*MYHERITAGELTD 877-4323135 UT  Card 15 #4032","175.12","debit","Check","PLUS CHECKING","",""
"1/05/2018","H&M","H&M WASHINGTON DC Card 15H&M WASHINGTON DC Card 15 #4032","10.58","debit","Check","PLUS CHECKING","",""
"1/05/2018","Reids Laundry & Dry Cleaners","Check Card: REIDS LAUNDRY DRYCLEA AUSTIN TX  01/04/18Card 15 #8212","26.62","debit","Check","PLUS CHECKING","",""
"1/05/2018","Uber.com","UBER   *TRIP CXCIL","49.75","debit","Rental Car & Taxi","CREDIT CARD","",""
"1/04/2018","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","118.35","debit","Home Insurance","PLUS CHECKING","",""
"1/04/2018","Central Market","CENTRAL MARKET #061 4001 N.CENTRAL MARKET #061 4001 N. LAMAR AUSTIN TX Card 15 #8212","55.01","debit","Groceries","PLUS CHECKING","",""
"1/04/2018","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","29.17","debit","Home Insurance","PLUS CHECKING","",""
"1/04/2018","Clarks","Check Card: CLARKS #765 AUSTINCheck Card: CLARKS #765 AUSTIN TX  01/03/18Card 15 #8212","173.20","debit","Check","PLUS CHECKING","",""
"1/04/2018","Birds Barber Shop LLC","Check Card: BIRDS BARBERSHOP -BURN AUSTIN TX  01/03/18Card 15 #4032","45.00","debit","Check","PLUS CHECKING","",""
"1/04/2018","King Liquors Austin","Check Card: KING LIQUORS AUSTINCheck Card: KING LIQUORS AUSTIN TX  01/03/18Card 15 #4032","27.04","debit","Check","PLUS CHECKING","",""
"1/03/2018","Liberty Mutual","LIBERTY MUTUAL TYPE: PAYMENTID: 9267721101 CO: LIBERTY MUTUAL ACH ECC PPD","231.75","debit","Home Insurance","PLUS CHECKING","",""
"1/03/2018","Whataburger","Check Card: WHATABURGER 992Check Card: WHATABURGER 992 AUSTIN TX  01/02/18Card 15 #4032","7.73","debit","Check","PLUS CHECKING","",""
"1/03/2018","Frontier Air","FRONTIER AI R6H6QC","64.00","debit","Air Travel","CREDIT CARD","",""
"1/02/2018","Radio Coffee & Beer","Check Card: RADIO COFFEE BEERCheck Card: RADIO COFFEE BEER AUSTIN TX  01/01/18Card 15 #4032","11.10","debit","Check","PLUS CHECKING","",""
"1/02/2018","AT&T","ATT TYPE: Payment  ID:ATT TYPE: Payment  ID: 9864031006  CO: ATT ACH ECC CCD","334.02","debit","Mobile Phone","PLUS CHECKING","",""
"1/02/2018","Radio Coffee & Beer","Check Card: RADIO COFFEE BEERCheck Card: RADIO COFFEE BEER AUSTIN TX  01/01/18Card 15 #4032","6.00","debit","Check","PLUS CHECKING","",""
"1/02/2018","Radio Coffee & Beer","Check Card: RADIO COFFEE BEERCheck Card: RADIO COFFEE BEER AUSTIN TX  01/01/18Card 15 #4032","6.90","debit","Check","PLUS CHECKING","",""
"1/02/2018","ATM Withdrawal","ATM Withdrawal #000000005017UFCU 201 E 24th Austin TX 457340Card 15 #4032","60.00","debit","Cash & ATM","PLUS CHECKING","",""
"1/02/2018","Rosedale Market","ROSEDALE MARKET 1309 W 45TH STROSEDALE MARKET 1309 W 45TH ST AUSTIN TX Card 15 #4032","3.07","debit","Gas & Fuel","PLUS CHECKING","",""
"1/02/2018","Bb T Mortgage","BB&T Mortgage 2013BB&T Mortgage 2013 0696965139","1153.81","debit","Mortgage & Rent","PLUS CHECKING","",""
"1/02/2018","Monroe Benjamin","To MONROE,BENJAMIN","650.00","debit","room/board","PLUS CHECKING","",""
"1/01/2018","Sch Blind Vis","SCH BLIND VIS IM : REG SALARYID: 1746000089CO: SCH BLIND VIS IM ACH ECC PPD","1681.90","credit","Paycheck","PLUS CHECKING","",""
"1/01/2018","Target","TARGET T-2409 10107 ResearchTARGET T-2409 10107 Research Blvd Austin TX Card 15 #8212","119.99","debit","Groceries","PLUS CHECKING","",""
"1/01/2018","DSW Designer Shoe Warehouse","DSW SHOPS AT ARB 10515 AUSTINDSW SHOPS AT ARB 10515 AUSTIN TX Card 15 #8212","97.41","debit","Check","PLUS CHECKING","",""
"1/01/2018","Transfer to TAX SAVINGS","To Share 0001 TAX SAVINGSTo Share 0001 TAX SAVINGS  Mobile Banking Transfer","4000.00","debit","Transfer","PLUS CHECKING","",""
"1/01/2018","Whole Foods","WHOLEFDS DOM # 1 11920 AUSTINWHOLEFDS DOM # 1 11920 AUSTIN TX Card 15 #8212","42.76","debit","Groceries","PLUS CHECKING","",""
"1/01/2018","Marshalls","MARSHALLS #510 10515 N MOPACMARSHALLS #510 10515 N MOPAC EXPRESSWY AUSTIN TX Card 15 #8212","47.05","debit","Check","PLUS CHECKING","",""
"1/01/2018","Ut Payroll Ut","UT Payroll CO: UT Payroll","5316.27","credit","Paycheck","PLUS CHECKING","",""
"1/01/2018","Pinthouse Pizza LLC","Check Card: PINTHOUSE PIZZACheck Card: PINTHOUSE PIZZA AUSTIN TX  12/31/17Card 15 #4032","8.58","debit","Check","PLUS CHECKING","",""
"1/01/2018","Transfer from PLUS CHECKING","From Share 0080 Mobile BankingFrom Share 0080 Mobile Banking Transfer PLUS CHECKING","4000.00","credit","Transfer","TAX SAVINGS","",""
"12/31/2017","Sixth Floor Museum","Check Card: THE SIXTH FLOORMUSEUM DALLAS TX  12/30/17Card 15 #8212","5.96","debit","Arts","PLUS CHECKING","",""
